Chr,Gene,MIS,MFS,Number_of_Haplotypes,Number_of_Haplotypes_Above_25_Samples
chr8,PF3D7_0803300,0.98,-2.486,102,3
chr8,PF3D7_0803400,1,-0.7,462,25
chr8,PF3D7_0803500,0.144,-2.885,242,5
chr8,PF3D7_0803600,1,-2.897,848,22
chr8,PF3D7_0803700,0.142,-2.886,9,1
chr8,PF3D7_0803800,0.227,-2.689,32,1
chr8,PF3D7_0804000,0.182,-2.77,363,17
chr8,PF3D7_0804300,1,-0.146,250,14
chr8,PF3D7_0804400,0.177,-2.788,289,12
chr8,PF3D7_0804500,0.177,-2.745,529,2
chr8,PF3D7_0804600,1,-0.915,188,13
chr8,PF3D7_0804700,1,0.188,1030,30
chr8,PF3D7_0804800,0.849,-2.289,40,2
chr8,PF3D7_0804900,0.989,-2.411,221,13
chr8,PF3D7_0805000,0.754,-3.002,33,2
chr8,PF3D7_0805100,1,-2.702,124,7
chr8,PF3D7_0805200,0.929,0,21,3
chr8,PF3D7_0805300,1,-1.399,508,15
chr8,PF3D7_0805400,1,-1.92,50,2
chr8,PF3D7_0805500,1,-0.173,332,16
chr8,PF3D7_0805600,1,-3.088,57,6
chr8,PF3D7_0805700,0.998,-2.681,453,14
chr8,PF3D7_0805800,1,1.661,181,12
chr8,PF3D7_0805900,0.486,-2.194,78,2
chr8,PF3D7_0806000,0.143,-2.854,190,6
chr8,PF3D7_0806100,0.153,-2.808,1209,47
chr8,PF3D7_0806200,1,-2.623,189,10
chr8,PF3D7_0806300,0.156,-2.87,262,14
chr8,PF3D7_0806400,0.191,-3.406,42,1
chr8,PF3D7_0806500,0.318,-2.542,159,8
chr8,PF3D7_0806600,0.991,-2.747,355,16
chr8,PF3D7_0806700,0.985,-2.776,126,0
chr8,PF3D7_0806800,0.149,-2.715,170,11
chr8,PF3D7_0806900,0.158,-3.125,70,4
chr8,PF3D7_0807000,0.137,-2.747,32,2
chr8,PF3D7_0807100,0.964,-2.327,774,24
chr8,PF3D7_0807200,0.506,-0.843,87,2
chr8,PF3D7_0807300,0.121,-3.031,3,1
chr8,PF3D7_0807400,0.177,-2.867,32,5
chr8,PF3D7_0807500,0.979,-1.875,32,2
chr8,PF3D7_0807600,1,-0.592,399,7
chr8,PF3D7_0807700,1,0.991,438,30
chr8,PF3D7_0807800,0.144,-2.93,102,8
chr8,PF3D7_0807900,0.279,-2.675,62,6
chr8,PF3D7_0808000,0.156,-2.786,524,17
chr8,PF3D7_0808100,0.133,-3.156,1517,41
chr8,PF3D7_0808200,1,-2.486,103,15
chr8,PF3D7_0808300,0.237,-2.625,40,3
chr8,PF3D7_0808400,0.92,-2.792,69,8
chr8,PF3D7_0808450,,,21,3
chr8,PF3D7_0808600,0.999,-1.747,,
chr8,PF3D7_0808700,1,-1.224,,
chr8,PF3D7_0808800,1,1.505,,
chr8,PF3D7_0808900,0.148,-3.069,,
chr8,PF3D7_0809100,1,-1.772,,
chr8,PF3D7_0809200,1,-0.513,1439,78
chr8,PF3D7_0809250,,,35,1
chr8,PF3D7_0809400,0.733,-3.102,700,51
chr8,PF3D7_0809500,0.153,-3.235,16,1
chr8,PF3D7_0809600,0.134,-2.931,3284,33
chr8,PF3D7_0809700,0.999,-2.607,76,6
chr8,PF3D7_0809800,1,-1.399,377,21
chr8,PF3D7_0809900,1,-0.973,486,22
chr8,PF3D7_0810000,0.899,-2.859,7,2
chr8,PF3D7_0810100,0.992,0,21,1
chr8,PF3D7_0810200,0.131,-2.914,201,14
chr8,PF3D7_0810300,1,-2.05,77,11
chr8,PF3D7_0810400,0.882,0.263,129,8
chr8,PF3D7_0810500,0.998,-2.135,34,3
chr8,PF3D7_0810600,1,-1.993,144,10
chr8,PF3D7_0810700,0.198,-3.331,16,3
chr8,PF3D7_0810800,0.195,-2.767,88,18
chr8,PF3D7_0810900,0.157,-3.353,20,2
chr8,PF3D7_0811000,0.121,-2.952,90,6
chr8,PF3D7_0811100,1,-2.734,48,3
chr8,PF3D7_0811200,0.148,-3.234,414,35
chr8,PF3D7_0811300,1,-1.904,334,14
chr8,PF3D7_0811400,0.847,-2.796,44,2
chr8,PF3D7_0811500,0.182,-2.717,278,12
chr8,PF3D7_0811600,0.128,-3.136,184,21
chr8,PF3D7_0811700,1,-1.321,291,20
chr8,PF3D7_0811800,0.12,-3.14,193,16
chr8,PF3D7_0811900,0.12,-2.962,335,14
chr8,PF3D7_0812000,0.123,-3.016,110,9
chr8,PF3D7_0812100,1,-0.509,645,23
chr8,PF3D7_0812200,1,0.187,113,5
chr8,PF3D7_0812220,0.223,-2.666,38,4
chr8,PF3D7_0812300,1,0.336,108,6
chr8,PF3D7_0812400,0.153,-2.927,9,1
chr8,PF3D7_0812500,1,0.66,377,16
chr8,PF3D7_0812600,0.344,-2.606,12,1
chr8,PF3D7_0812700,1,-2.658,77,7
chr8,PF3D7_0812800,0.528,-2.635,9,2
chr8,PF3D7_0812900,1,-0.383,347,25
chr8,PF3D7_0813000,0.241,-2.482,146,10
chr8,PF3D7_0813100,0.294,-2.652,285,10
chr8,PF3D7_0813200,0.154,-3.279,82,9
chr8,PF3D7_0813300,0.295,-2.805,55,5
chr8,PF3D7_0813400,0.205,-2.542,171,13
chr8,PF3D7_0813500,1,-1.811,348,17
chr8,PF3D7_0813600,0.631,-2.305,123,7
chr8,PF3D7_0813700,0.148,-3.192,498,24
chr8,PF3D7_0813800,0.179,-3.073,38,2
chr8,PF3D7_0813900,0.141,-3.879,4,1
chr8,PF3D7_0814000,0.169,-2.534,32,3
chr8,PF3D7_0814100,0.178,-3.29,16,2
chr8,PF3D7_0814200,0.998,-1.638,27,1
chr8,PF3D7_0814300,0.14,-2.837,865,36
chr8,PF3D7_0814400,0.122,-2.906,209,17
chr8,PF3D7_0814500,0.144,-2.768,495,19
chr8,PF3D7_0814600,1,0.997,48,1
chr8,PF3D7_0814700,1,-2.6,172,19
chr8,PF3D7_0814900,0.311,-3.416,23,3
chr8,PF3D7_0815000,1,-1.267,13,1
chr8,PF3D7_0815100,0.12,-3.072,696,26
chr8,PF3D7_0815200,0.129,-3.067,40,3
chr8,PF3D7_0815300,0.136,-2.997,417,17
chr8,PF3D7_0815400,0.166,-2.755,51,2
chr8,PF3D7_0815500,0.344,-2.692,165,7
chr8,PF3D7_0815600,0.12,-3.466,20,1
chr8,PF3D7_0815700,0.124,-3.107,128,5
chr8,PF3D7_0815800,0.162,-2.866,1118,21
chr8,PF3D7_0815900,0.999,-0.134,273,11
chr8,PF3D7_0816000,0.126,-2.843,186,8
chr8,PF3D7_0816100,0.162,-2.912,42,3
chr8,PF3D7_0816200,0.241,-2.944,36,6
chr8,PF3D7_0816300,0.224,-2.717,469,16
chr8,PF3D7_0816400,1,-1.705,26,2
chr8,PF3D7_0816500,0.429,0,17,2
chr8,PF3D7_0816600,0.165,-2.809,152,9
chr8,PF3D7_0816700,0.13,-2.646,29,1
chr8,PF3D7_0816800,0.847,-3.004,39,5
chr8,PF3D7_0816900,0.141,-3.054,96,7
chr8,PF3D7_0817000,0.12,-3.028,80,4
chr8,PF3D7_0817100,0.128,-2.835,368,10
chr8,PF3D7_0817200,0.141,-3.131,393,16
chr8,PF3D7_0817300,0.994,-2.663,784,16
chr8,PF3D7_0817400,0.21,-3.386,265,13
chr8,PF3D7_0817500,0.991,-0.731,31,3
chr8,PF3D7_0817600,0.418,-2.556,612,21
chr8,PF3D7_0817700,0.167,-2.854,377,32
chr8,PF3D7_0817800,0.99,0,14,2
chr8,PF3D7_0817900,0.368,-3.27,6,1
chr8,PF3D7_0818000,0.922,-2.193,312,12
chr8,PF3D7_0818100,0.986,-2.694,207,10
chr8,PF3D7_0818200,0.585,-3.082,4,1
chr8,PF3D7_0818300,1,1.033,383,17
chr8,PF3D7_0818400,0.123,-2.918,25,2
chr8,PF3D7_0818500,0.999,-2.618,53,2
chr8,PF3D7_0818600,0.179,-3.025,533,75
chr8,PF3D7_0818700,1,-0.629,580,13
chr8,PF3D7_0818800,0.516,-2.992,104,3
chr8,PF3D7_0818900,0.225,-2.666,11,2
chr8,PF3D7_0819000,0.313,-2.655,589,24
chr8,PF3D7_0819100,0.467,-3.421,99,3
chr8,PF3D7_0819200,0.141,-2.919,186,4
chr8,PF3D7_0819300,0.13,-3.13,810,28
chr8,PF3D7_0819400,1,-0.145,258,8
chr8,PF3D7_0819500,1,-0.803,46,6
chr8,PF3D7_0819600,0.123,-3.082,100,7
chr8,PF3D7_0819700,0.134,-2.769,280,16
chr8,PF3D7_0819800,1,-1.399,872,21
chr8,PF3D7_0819900,0.137,-3.136,27,3
chr8,PF3D7_0820000,0.992,-2.797,632,18
chr8,PF3D7_0820100,0.123,-3.053,118,3
chr8,PF3D7_0820200,0.146,-2.739,503,25
chr8,PF3D7_0820300,1,-0.334,1103,36
chr8,PF3D7_0820400,0.128,-3.167,271,9
chr8,PF3D7_0820500,0.141,-2.885,550,18
chr8,PF3D7_0820600,0.773,-1.942,125,6
chr8,PF3D7_0820700,1,-1.656,177,9
chr8,PF3D7_0820800,0.141,-3.165,284,8
chr8,PF3D7_0820900,0.125,-2.974,2502,40
chr8,PF3D7_0821000,0.203,-2.654,60,2
chr8,PF3D7_0821100,1,-1.634,327,10
chr8,PF3D7_0821200,0.177,-2.84,86,4
chr8,PF3D7_0821300,0.123,-2.945,449,9
chr8,PF3D7_0821400,0.282,-2.757,41,4
chr8,PF3D7_0821500,0.126,-2.864,216,15
chr8,PF3D7_0821600,0.192,-2.738,364,9
chr8,PF3D7_0821700,0.123,-3.35,18,1
chr8,PF3D7_0821800,0.732,-2.128,11,3
chr8,PF3D7_0821900,0.169,-2.586,26,1
chr8,PF3D7_0822000,0.296,-2.667,174,3
chr8,PF3D7_0822100,0.171,-3.325,79,3
chr8,PF3D7_0822200,1,-1.673,1329,36
chr8,PF3D7_0822300,0.12,0,9,1
chr8,PF3D7_0822400,0.125,-3.036,225,10
chr8,PF3D7_0822500,0.14,-2.851,51,2
chr8,PF3D7_0822600,0.172,-2.889,49,8
chr8,PF3D7_0822700,1,-0.017,957,38
chr8,PF3D7_0822800,0.738,-2.605,149,3
chr8,PF3D7_0822900,0.989,-2.578,810,28
chr8,PF3D7_0823000,0.137,-2.942,1145,26
chr8,PF3D7_0823100,1,-2.01,117,9
chr8,PF3D7_0823200,0.941,-2.165,26,1
chr8,PF3D7_0823300,0.368,-2.517,547,27
chr8,PF3D7_0823400,0.889,-2.915,101,4
chr8,PF3D7_0823500,0.496,-2.483,174,11
chr8,PF3D7_0823600,1,-0.194,213,6
chr8,PF3D7_0823700,0.165,-0.727,24,3
chr8,PF3D7_0823800,0.17,-3.258,351,16
chr8,PF3D7_0823900,0.162,-2.799,61,4
chr8,PF3D7_0824000,0.999,-2.181,442,12
chr8,PF3D7_0824100,0.121,-3.001,239,13
chr8,PF3D7_0824200,0.119,-3.016,500,30
chr8,PF3D7_0824300,0.12,-3.017,309,12
chr8,PF3D7_0824400,1,-1.907,133,23
chr8,PF3D7_0824500,0.12,-3.042,199,10
chr8,PF3D7_0824600,0.129,-3.194,62,3
chr8,PF3D7_0824700,1,0.351,289,14
chr8,PF3D7_0824800,0.129,-3.008,487,20
chr8,PF3D7_0824900,0.16,-3.265,664,19
chr8,PF3D7_0825000,0.218,-2.678,1372,25
chr8,PF3D7_0825100,0.924,-1.725,47,1
chr8,PF3D7_0825200,0.348,-3.47,41,2
chr8,PF3D7_0825300,0.258,-3.275,40,1
chr8,PF3D7_0825400,0.709,-2.386,33,2
chr8,PF3D7_0825500,0.205,-2.723,324,7
chr8,PF3D7_0825600,0.204,-2.879,27,2
chr8,PF3D7_0825700,0.991,-2.392,263,18
chr8,PF3D7_0825800,0.127,-2.936,241,6
chr8,PF3D7_0825900,1,-2.506,353,14
chr8,PF3D7_0826000,0.128,-3.062,863,24
chr8,PF3D7_0826100,0.125,-2.928,3044,17
chr8,PF3D7_0826200,0.125,-3.022,367,17
chr8,PF3D7_0826300,0.999,-1.646,270,11
chr8,PF3D7_0826400,0.173,-3.257,159,6
chr8,PF3D7_0826500,0.905,-2.783,551,15
chr8,PF3D7_0826600,0.508,-3.607,48,2
chr8,PF3D7_0826700,0.125,-2.934,23,2
chr8,PF3D7_0826900,0.929,-2.811,617,22
chr8,PF3D7_0827000,0.158,-2.814,1452,43
chr8,PF3D7_0827100,0.122,-2.932,1200,27
chr8,PF3D7_0827200,1,-2.302,751,17
chr8,PF3D7_0827300,1,-0.488,496,26
chr8,PF3D7_0827400,0.528,-2.604,80,2
chr8,PF3D7_0827500,0.122,-2.852,90,3
chr8,PF3D7_0827600,0.134,-2.804,933,25
chr8,PF3D7_0827700,1,0.447,1184,41
chr8,PF3D7_0827800,0.194,-2.734,1414,23
chr8,PF3D7_0827900,0.248,-2.66,72,8
chr8,PF3D7_0828000,0.146,-3.446,81,5
chr8,PF3D7_0828100,0.131,-2.844,930,26
chr8,PF3D7_0828200,0.125,-2.982,889,21
chr8,PF3D7_0828300,0.912,-2.558,444,14
chr8,PF3D7_0828400,0.127,-2.91,512,25
chr8,PF3D7_0828500,0.135,-2.843,90,6
chr8,PF3D7_0828600,1,1.45,158,5
chr8,PF3D7_0828700,1,-2.282,893,29
chr8,PF3D7_0828800,0.183,-3.301,398,29
chr8,PF3D7_0828900,0.565,-2.48,51,1
chr8,PF3D7_0829000,0.15,-2.845,1052,17
chr8,PF3D7_0829100,0.844,-2.326,53,1
chr8,PF3D7_0829200,0.996,0.867,9,1
chr8,PF3D7_0829300,0.31,-3.211,23,2
chr8,PF3D7_0829400,1,0.223,184,7
chr8,PF3D7_0829500,1,-1.323,2046,34
chr8,PF3D7_0829600,0.277,-3.182,174,39
chr8,PF3D7_0829800,,,3,1
chr8,PF3D7_0829900,,,1,1
chr8,PF3D7_0830000,,,4,2
chr8,PF3D7_0830200,,,2,2
chr8,PF3D7_0830300,0.119,-3.11,1003,91
chr8,PF3D7_0830400,0.99,-1.825,55,3
chr8,PF3D7_0830500,0.223,-2.668,584,43
chr8,PF3D7_0830600,0.997,-2.845,291,20
chr8,PF3D7_0830700,0.215,-3.481,64,7
chr8,PF3D7_0830800,1,-0.313,2884,27
chr8,PF3D7_0830900,0.999,-1.743,116,19
chr8,PF3D7_0831000,0.74,0.562,283,14
chr8,PF3D7_0831100,1,-1.303,424,8
chr8,PF3D7_0831200,1,-1.486,737,33
chr8,PF3D7_0831300,0.529,-2.522,859,43
chr8,PF3D7_0831400,0.969,-0.655,394,48
chr8,PF3D7_0831500,0.795,-3.036,134,14
chr8,PF3D7_0831600,1,-0.705,1554,49
chr8,PF3D7_0831700,1,0.585,8,1
chr8,PF3D7_0831750,0.936,-1.896,,
chr8,PF3D7_0831800,1,-1.914,,
chr8,PF3D7_0831900,0.245,-3.357,,
chr8,PF3D7_0832000,0.844,-2.418,,
chr8,PF3D7_0832100,0.981,-0.394,,
chr8,PF3D7_0832200,0.494,-2.573,,
chr8,PF3D7_0832300,0.12,-2.884,,
chr8,PF3D7_0832400,0.849,-2.319,,
chr8,PF3D7_0832500,0.34,-2.557,,
chr8,PF3D7_0832600,0.696,-2.63,,
chr8,PF3D7_0832700,0.119,-3.024,,
chr8,PF3D7_0832800,0.626,-2.385,,
chr8,PF3D7_0832900,0.849,-2.411,,
chr8,PF3D7_0833000,0.754,-2.383,,
chr8,PF3D7_0833100,0.754,-2.194,,
chr8,PF3D7_0833200,0.522,0,,
chr8,PF3D7_0833300,0.647,-2.285,,
chr8,PF3D7_0833400,1,0.911,,
chr9,PF3D7_0900100,1,-2.085,,
chr9,PF3D7_0900200,0.931,-2.356,,
chr9,PF3D7_0900300,0.34,-2.394,,
chr9,PF3D7_0900400,0.62,-2.57,,
chr9,PF3D7_0900500,0.949,-2.099,,
chr9,PF3D7_0900600,0.91,-2.123,,
chr9,PF3D7_0900700,0.999,-1.807,,
chr9,PF3D7_0900800,1,-2.545,,
chr9,PF3D7_0900900,0.831,-2.595,,
chr9,PF3D7_0901000,0.647,-2.387,,
chr9,PF3D7_0901100,1,-1.46,,
chr9,PF3D7_0901200,0.934,-2.728,,
chr9,PF3D7_0901300,0.217,-2.492,,
chr9,PF3D7_0901400,1,-2.338,,
chr9,PF3D7_0901500,0.999,-2.799,,
chr9,PF3D7_0901600,1,-2.338,,
chr9,PF3D7_0901700,0.953,-3.305,127,35
chr9,PF3D7_0901800,0.241,-2.628,101,18
chr9,PF3D7_0901900,1,-2.207,165,18
chr9,PF3D7_0902000,0.845,-3.029,339,41
chr9,PF3D7_0902100,1,-2.697,193,13
chr9,PF3D7_0902200,1,-0.712,189,13
chr9,PF3D7_0902300,0.926,-2.806,162,9
chr9,PF3D7_0902400,0.154,-3.185,174,16
chr9,PF3D7_0902500,0.994,-1.062,368,42
chr9,PF3D7_0902600,1,0.08,337,33
chr9,PF3D7_0902700,1,0.36,,
chr9,PF3D7_0902800,1,0.045,469,16
chr9,PF3D7_0902900,0.12,-3.751,174,46
chr9,PF3D7_0903000,0.696,0,65,2
chr9,PF3D7_0903100,0.143,-3.083,65,3
chr9,PF3D7_0903200,0.151,-3.106,10,1
chr9,PF3D7_0903300,0.999,-2.656,3734,43
chr9,PF3D7_0903400,0.125,-3.11,2078,68
chr9,PF3D7_0903500,0.979,-2.833,1081,31
chr9,PF3D7_0903600,0.22,-2.66,377,18
chr9,PF3D7_0903700,0.599,-2.602,9,1
chr9,PF3D7_0903800,1,-1.241,975,33
chr9,PF3D7_0903900,0.861,-2.274,13,2
chr9,PF3D7_0904000,0.121,-3.074,136,3
chr9,PF3D7_0904100,0.149,-2.777,929,27
chr9,PF3D7_0904200,0.22,-2.9,228,10
chr9,PF3D7_0904300,1,-0.416,1979,42
chr9,PF3D7_0904400,0.12,-3.071,38,2
chr9,PF3D7_0904500,0.153,-2.753,25,1
chr9,PF3D7_0904600,0.998,-2.476,1179,29
chr9,PF3D7_0904700,0.119,-3.083,49,3
chr9,PF3D7_0904800,0.124,-2.834,47,6
chr9,PF3D7_0904900,1,-1.503,1985,30
chr9,PF3D7_0905000,0.15,-3.29,140,4
chr9,PF3D7_0905100,0.154,-2.808,794,18
chr9,PF3D7_0905200,0.135,-2.88,942,27
chr9,PF3D7_0905300,1,-1.196,1662,30
chr9,PF3D7_0905400,0.173,-2.736,139,12
chr9,PF3D7_0905500,0.163,-2.825,45,4
chr9,PF3D7_0905600,1,-1.771,1197,38
chr9,PF3D7_0905700,0.31,-2.979,101,6
chr9,PF3D7_0905800,0.173,-2.717,1156,39
chr9,PF3D7_0905900,0.992,-2.733,278,5
chr9,PF3D7_0906000,0.121,-3.052,1160,19
chr9,PF3D7_0906100,0.135,0,28,3
chr9,PF3D7_0906200,0.18,-2.735,265,9
chr9,PF3D7_0906300,0.374,-2.616,272,4
chr9,PF3D7_0906400,1,-2.863,554,15
chr9,PF3D7_0906500,1,-1.391,202,15
chr9,PF3D7_0906600,0.988,-2.009,354,16
chr9,PF3D7_0906700,1,-2.819,483,13
chr9,PF3D7_0906800,0.165,-3.22,671,21
chr9,PF3D7_0906890,0.126,-3.048,71,2
chr9,PF3D7_0906910,0.157,-2.854,72,9
chr9,PF3D7_0907000,0.385,-3.279,34,2
chr9,PF3D7_0907100,0.977,-2.682,831,21
chr9,PF3D7_0907200,0.158,-2.887,933,23
chr9,PF3D7_0907300,0.123,-3.339,181,6
chr9,PF3D7_0907400,0.208,-2.686,407,8
chr9,PF3D7_0907500,0.13,-2.893,41,1
chr9,PF3D7_0907600,1,-2.765,577,20
chr9,PF3D7_0907700,0.278,-2.289,41,4
chr9,PF3D7_0907800,0.177,-2.729,108,4
chr9,PF3D7_0907900,0.122,-3.244,73,3
chr9,PF3D7_0908000,0.135,-2.836,202,15
chr9,PF3D7_0908100,0.266,-2.484,272,9
chr9,PF3D7_0908200,0.212,-2.863,941,26
chr9,PF3D7_0908300,1,-2.143,79,2
chr9,PF3D7_0908400,0.12,-3.123,132,11
chr9,PF3D7_0908500,1,-2.441,1527,32
chr9,PF3D7_0908600,0.164,-2.881,293,12
chr9,PF3D7_0908700,0.666,-1.185,185,5
chr9,PF3D7_0908800,0.123,-3.009,243,10
chr9,PF3D7_0908900,0.133,-2.889,489,16
chr9,PF3D7_0909000,1,-0.265,344,13
chr9,PF3D7_0909100,1,-0.498,793,35
chr9,PF3D7_0909200,1,-0.329,170,8
chr9,PF3D7_0909300,0.353,-2.736,26,3
chr9,PF3D7_0909400,0.137,-2.944,463,14
chr9,PF3D7_0909500,1,0,95,3
chr9,PF3D7_0909600,0.131,-3.061,140,9
chr9,PF3D7_0909700,0.992,-2.556,651,17
chr9,PF3D7_0909800,0.659,-2.211,18,3
chr9,PF3D7_0909900,0.781,-3.008,513,6
chr9,PF3D7_0910000,1,-2.468,1065,30
chr9,PF3D7_0910100,0.191,-3.315,137,5
chr9,PF3D7_0910200,1,-2.058,776,0
chr9,PF3D7_0910300,1,-2.524,150,5
chr9,PF3D7_0910400,1,-0.378,703,21
chr9,PF3D7_0910500,1,-2.776,1351,30
chr9,PF3D7_0910600,0.202,-3.325,45,4
chr9,PF3D7_0910700,1,0.68,201,7
chr9,PF3D7_0910800,0.422,-2.49,184,9
chr9,PF3D7_0910900,0.119,-3.17,89,4
chr9,PF3D7_0911000,0.534,-2.452,38,2
chr9,PF3D7_0911100,0.995,-2.67,513,16
chr9,PF3D7_0911200,0.143,-3.185,53,4
chr9,PF3D7_0911300,1,-1.56,2690,46
chr9,PF3D7_0911400,0.768,-1.165,558,20
chr9,PF3D7_0911500,0.915,-2.015,103,8
chr9,PF3D7_0911600,0.403,-2.543,293,18
chr9,PF3D7_0911700,0.845,-2.886,288,12
chr9,PF3D7_0911800,0.119,-3.014,136,3
chr9,PF3D7_0911900,1,0.814,247,12
chr9,PF3D7_0912000,0.186,-3.256,1823,45
chr9,PF3D7_0912100,0.124,-3.209,256,8
chr9,PF3D7_0912200,1,1.147,232,13
chr9,PF3D7_0912400,1,-1.994,88,2
chr9,PF3D7_0912500,0.21,-2.795,139,8
chr9,PF3D7_0912600,1,-2.706,664,24
chr9,PF3D7_0912700,0.301,-3.305,47,3
chr9,PF3D7_0912800,0.123,-3.103,575,15
chr9,PF3D7_0912900,0.122,-3.009,48,6
chr9,PF3D7_0913000,0.805,-2.257,56,2
chr9,PF3D7_0913100,0.132,-2.914,597,17
chr9,PF3D7_0913150,,,19,1
chr9,PF3D7_0913200,0.266,-2.711,108,8
chr9,PF3D7_0913300,0.192,-2.656,312,19
chr9,PF3D7_0913400,0.132,-2.705,38,3
chr9,PF3D7_0913500,0.381,-3.532,98,4
chr9,PF3D7_0913600,0.142,-2.899,932,24
chr9,PF3D7_0913700,0.205,-2.868,116,8
chr9,PF3D7_0913800,0.847,0,37,4
chr9,PF3D7_0913900,0.127,-2.837,1013,53
chr9,PF3D7_0914000,1,-2.162,1358,43
chr9,PF3D7_0914100,0.998,-2.169,1125,36
chr9,PF3D7_0914200,0.238,-2.746,57,7
chr9,PF3D7_0914300,1,-0.616,437,15
chr9,PF3D7_0914400,0.342,-4.094,20,2
chr9,PF3D7_0914500,0.156,-2.851,1890,30
chr9,PF3D7_0914600,0.134,-3.385,21,3
chr9,PF3D7_0914700,1,0.707,170,8
chr9,PF3D7_0914800,0.13,-3.152,19,2
chr9,PF3D7_0914900,1,-0.507,442,19
chr9,PF3D7_0915000,0.479,-1.983,60,3
chr9,PF3D7_0915100,1,0,5,1
chr9,PF3D7_0915200,0.122,-3.048,183,5
chr9,PF3D7_0915300,0.119,-3.015,466,11
chr9,PF3D7_0915400,0.165,-2.773,221,7
chr9,PF3D7_0915500,0.144,-3.207,344,15
chr9,PF3D7_0915600,0.12,-2.975,158,5
chr9,PF3D7_0915700,0.172,-2.958,59,3
chr9,PF3D7_0915800,0.174,-3.012,84,12
chr9,PF3D7_0915900,0.785,0.602,84,4
chr9,PF3D7_0916000,1,-2.334,1203,34
chr9,PF3D7_0916100,1,0.864,77,5
chr9,PF3D7_0916200,0.129,-2.944,496,16
chr9,PF3D7_0916300,0.138,-3.23,51,4
chr9,PF3D7_0916400,0.14,-2.867,3118,28
chr9,PF3D7_0916500,0.137,-2.673,122,4
chr9,PF3D7_0916600,0.954,-2.435,94,4
chr9,PF3D7_0916700,1,-2.678,71,5
chr9,PF3D7_0916800,0.9,0,14,2
chr9,PF3D7_0916900,0.668,-3.103,239,7
chr9,PF3D7_0917000,0.12,-3.016,909,21
chr9,PF3D7_0917100,1,-2.363,690,25
chr9,PF3D7_0917200,0.125,-3.119,89,4
chr9,PF3D7_0917300,0.155,-2.647,47,6
chr9,PF3D7_0917400,1,-0.653,1160,23
chr9,PF3D7_0917500,0.126,-3.143,216,7
chr9,PF3D7_0917600,0.148,-2.845,211,6
chr9,PF3D7_0917700,0.186,-3.362,123,3
chr9,PF3D7_0917800,0.45,-2.764,170,11
chr9,PF3D7_0917900,0.173,-2.68,36,4
chr9,PF3D7_0918000,0.864,-2.249,67,2
chr9,PF3D7_0918100,0.156,-2.805,81,11
chr9,PF3D7_0918200,0.122,-2.784,60,4
chr9,PF3D7_0918300,0.123,-2.983,59,3
chr9,PF3D7_0918400,1,-0.536,444,28
chr9,PF3D7_0918500,,,2,1
chr9,PF3D7_0918600,1,-1.756,340,11
chr9,PF3D7_0918700,1,-2.728,811,25
chr9,PF3D7_0918800,1,0.719,211,7
chr9,PF3D7_0918900,0.137,-2.846,134,4
chr9,PF3D7_0919000,0.888,-2.21,21,2
chr9,PF3D7_0919100,0.16,-2.748,44,2
chr9,PF3D7_0919200,0.123,-2.892,34,2
chr9,PF3D7_0919300,0.153,0,43,3
chr9,PF3D7_0919400,0.976,-2.743,159,8
chr9,PF3D7_0919500,1,1.392,256,30
chr9,PF3D7_0919600,0.137,-3.079,165,3
chr9,PF3D7_0919700,0.901,-1.732,88,9
chr9,PF3D7_0919800,1,-1.232,1220,32
chr9,PF3D7_0919900,1,-2.216,705,8
chr9,PF3D7_0920000,0.999,-1.138,258,10
chr9,PF3D7_0920100,0.14,-2.769,120,5
chr9,PF3D7_0920200,0.13,-2.869,379,11
chr9,PF3D7_0920300,0.12,-3.379,103,10
chr9,PF3D7_0920400,1,-2.653,833,17
chr9,PF3D7_0920500,0.82,-2.01,34,5
chr9,PF3D7_0920600,0.135,-3.159,718,18
chr9,PF3D7_0920700,0.119,-2.969,447,30
chr9,PF3D7_0920800,0.198,-2.648,73,7
chr9,PF3D7_0920900,0.131,-2.956,271,9
chr9,PF3D7_0921000,1,-0.583,9,1
chr9,PF3D7_0921100,0.141,-2.919,102,3
chr9,PF3D7_0921200,0.123,-3.147,1327,32
chr9,PF3D7_0921300,0.918,-2.73,123,7
chr9,PF3D7_0921400,0.217,-3.183,87,5
chr9,PF3D7_0921500,0.19,-3.243,196,12
chr9,PF3D7_0921600,0.879,-2.206,1107,27
chr9,PF3D7_0921700,0.151,-2.764,202,11
chr9,PF3D7_0921800,0.12,-3.117,60,5
chr9,PF3D7_0921900,0.139,-2.916,230,17
chr9,PF3D7_0922000,1,-2.046,347,12
chr9,PF3D7_0922100,0.784,-2.366,1191,31
chr9,PF3D7_0922200,0.207,-2.73,27,1
chr9,PF3D7_0922300,0.684,-2.068,82,3
chr9,PF3D7_0922400,1,-0.623,218,11
chr9,PF3D7_0922500,0.141,-3.358,52,3
chr9,PF3D7_0922600,0.999,-2.576,71,3
chr9,PF3D7_0922700,0.129,-3.198,89,2
chr9,PF3D7_0922800,1,-0.759,2560,31
chr9,PF3D7_0922900,0.919,-2.588,97,3
chr9,PF3D7_0923000,0.258,-2.555,68,4
chr9,PF3D7_0923100,0.999,-1.642,76,6
chr9,PF3D7_0923200,0.156,-3.209,213,6
chr9,PF3D7_0923300,0.574,-2.428,211,12
chr9,PF3D7_0923400,0.998,-1.901,658,22
